序号,aweme_id,描述,时长(秒),发布时间,作者,点赞数,评论数,收藏数,分享数,播放数,封面URL,播放URL,分享链接
15,7396674417515891983,自由灿烂 生生不息 #抖音足球嘉年华 #火把节,19.0,2024-07-28 21:14:34,白昼小熊,1112240,4404,16215,62284,8606279,https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/90c9ff07c2b29e59208eafe0ee0fe8cb~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2091265200&x-signature=C3z8Xz4LMCeuCo31MWTVHU7V8ew%3D&from=327834062&s=PackSourceEnum_MIX_AWEME&se=false&sc=cover&biz_tag=pcweb_cover&l=20260411192027AAAD1E91E590690844CE,https://v26-web.douyinvod.com/30258c1ba5be42729a021a9d02441d22/69da58bd/video/tos/cn/tos-cn-ve-15/ogi9DEgqIwmQfXArEBnDDDFQApJ7cAfk0wA2Qp/?a=6383&ch=54&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C3&cv=1&br=6925&bt=6925&cs=0&ds=4&ft=AJkeU_TLRR0si0C4kYj2Nc.xBiGNbLPE3O-U_4YPfb2JNv7TGW&mime_type=video_mp4&qs=0&rc=O2hlZGlpZTQ5NjY1NzxlZ0BpajZvM3Q5cmQ3dDMzNGkzM0AuMi8wMTVeX14xYS4zLzFiYSMxci9gMmRjNWdgLS1kLTBzcw%3D%3D&btag=80000e00010000&cquery=101B_100B_100x_100z_100o&dy_q=1775906427&feature_id=59cb2766d89ae6284516c6a254e9fb61&l=20260411192027AAAD1E91E590690844CE,https://www.iesdouyin.com/share/video/7396674417515891983/?region=CN&mid=7396674089676524342&u_code=0&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=IJPbP9jHedHnb9z8ucEm0.06S8v4uAIvau3yTFR84fg-&share_version=170400&ts=1775906427&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
16,7397070378738158882,如云澄澈 似月明朗 #抖音足球嘉年华 #火把节,19.8,2024-07-29 22:51:06,白昼小熊,657514,1875,8848,34412,6232587,https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/abecb2efd2a6b557e3ff0d892044ca18~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2091265200&x-signature=edA%2B3BH1%2F64GbYgPtw9L8fxasyg%3D&from=327834062&s=PackSourceEnum_MIX_AWEME&se=false&sc=cover&biz_tag=pcweb_cover&l=20260411192028752F16FBC4CFB806BC7E,https://v26-web.douyinvod.com/3120db5c150f8cf3770e73a45c0cd042/69da58bf/video/tos/cn/tos-cn-ve-15/o0k6mAI1wgDSgcA2QblABQKWuDF99paEenvifU/?a=6383&ch=54&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C3&cv=1&br=8141&bt=8141&cs=0&ds=4&ft=AJkeU_TLRR0si0C4kYj2Nc.xBiGNbLwE3O-U_4YPfb2JNv7TGW&mime_type=video_mp4&qs=0&rc=Ozs8NzNmM2ZmOjRkZzw8aUBpamdya3Q5cmd0dDMzNGkzM0AyNjZfLmE0NTUxMi4yMmNeYSNfZjZsMmRrbGdgLS1kLTBzcw%3D%3D&btag=80000e00010000&cquery=100x_100z_100o_101B_100B&dy_q=1775906428&feature_id=59cb2766d89ae6284516c6a254e9fb61&l=20260411192028752F16FBC4CFB806BC7E,https://www.iesdouyin.com/share/video/7397070378738158882/?region=CN&mid=6771294857500691211&u_code=0&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=fUKKNtRWsbHTbpwMnQ9nY.f7b1ZU4jXOBN_Qfdy_EIo-&share_version=170400&ts=1775906428&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
17,7424462864368373028,走在收藏世界的路上 #旅行转场 #新加坡,22.3,2024-10-11 18:28:02,白昼小熊,432236,2151,12249,37739,4553602,https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/5bc22cc9a2412e164625f52e8b4e6edb~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2091265200&x-signature=BStbwjmuBBI5Qd6rYBvfut2weik%3D&from=327834062&s=PackSourceEnum_MIX_AWEME&se=false&sc=cover&biz_tag=pcweb_cover&l=20260411192028752F16FBC4CFB806BC7E,https://v26-web.douyinvod.com/e1096dbd231d87d300a50829beedb74e/69da58c2/video/tos/cn/tos-cn-ve-15/ow9BzFAZQXGf47CN3nNXAeDNhGIAELsTDP2QEg/?a=6383&ch=54&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C3&cv=1&br=4086&bt=4086&cs=0&ds=4&ft=AJkeU_TLRR0si0C4kYj2Nc.xBiGNbLwE3O-U_4YPfb2JNv7TGW&mime_type=video_mp4&qs=0&rc=OzM4ZWc2ZmQ6ZmVpNDo2NUBpMzs6ZHc5cmtpdjMzNGkzM0AzNjA2Yi9hNjIxYTBgMDQtYSNjYHFnMmRrbTFgLS1kLTBzcw%3D%3D&btag=80000e00010000&cquery=100B_100x_100z_100o_101B&dy_q=1775906428&feature_id=59cb2766d89ae6284516c6a254e9fb61&l=20260411192028752F16FBC4CFB806BC7E,https://www.iesdouyin.com/share/video/7424462864368373028/?region=CN&mid=7424462825000569636&u_code=0&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=gCUrV4m_zm4YD4Fp88bnT04A3._2WxgXpyZdhRRe93k-&share_version=170400&ts=1775906428&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
18,7434116413008153919,亲爱的藤井树小姐 今天山顶为你飘了一片雪  #降温了羽绒服我先穿上了#cozy松绒系穿搭,21.8,2024-11-06 18:48:45,白昼小熊,520978,2440,11721,36036,4079038,https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/6d01362b9f5434ae2cbaab4308f60dc1~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2091265200&x-signature=GlGGlrnAZDAMvg66rZPv6cl0PFM%3D&from=327834062&s=PackSourceEnum_MIX_AWEME&se=false&sc=cover&biz_tag=pcweb_cover&l=20260411192028752F16FBC4CFB806BC7E,https://v26-web.douyinvod.com/88f5667ab5ef5a24bb0880f053db8a94/69da58c1/video/tos/cn/tos-cn-ve-15/oYcASRBziVv2lcsSAelJABaAMzOIEDQfgzanLi/?a=6383&ch=54&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C3&cv=1&br=7881&bt=7881&cs=0&ds=4&ft=AJkeU_TLRR0si0C4kYj2Nc.xBiGNbLwE3O-U_4YPfb2JNv7TGW&mime_type=video_mp4&qs=0&rc=ZmU4OGQ4PGUzMzxlOjhmNEBpamlzPG05cnVudjMzNGkzM0AvL2E2YjFjNmAxMzQyYi0wYSMxaW0zMmRjZmlgLS1kLTBzcw%3D%3D&btag=80000e00010000&cquery=100o_101B_100B_100x_100z&dy_q=1775906428&feature_id=59cb2766d89ae6284516c6a254e9fb61&l=20260411192028752F16FBC4CFB806BC7E,https://www.iesdouyin.com/share/video/7434116413008153919/?region=CN&mid=7434116408646109979&u_code=0&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=QYcOcvFHA0fL4Pb.wucs6vQtqqXn0HRAJBzCUOsGF_s-&share_version=170400&ts=1775906428&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
19,7474174678450359561,想你的风还是吹到了伦敦 #hello时尚季 #一起去兜英伦风 #旅行转场,13.1,2025-02-22 17:35:23,白昼小熊,418649,1452,9977,19352,4730676,https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/77b19ad4c044b1862f1ad29f37ced419~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2091265200&x-signature=VKyqxpgQW5XAFmabWnYVTXHVdgw%3D&from=327834062&s=PackSourceEnum_MIX_AWEME&se=false&sc=cover&biz_tag=pcweb_cover&l=20260411192028752F16FBC4CFB806BC7E,https://v26-web.douyinvod.com/30fbc73d0b4d7d7f541d090bb088e1ee/69da58b9/video/tos/cn/tos-cn-ve-15/o4I9BPQPImBEX2rVQwMihiJRqVBZq7AKAvXGN/?a=6383&ch=54&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C3&cv=1&br=4203&bt=4203&cs=0&ds=4&ft=AJkeU_TLRR0si0C4kYj2Nc.xBiGNbLwE3O-U_4YPfb2JNv7TGW&mime_type=video_mp4&qs=0&rc=M2VpN2dkZTdpZmhnZzw5O0BpamRkbXA5cmVzeDMzNGkzM0A2NDNgLzU2X2MxLjFhX2IyYSNyMC5eMmQ0Y3BgLS1kLTBzcw%3D%3D&btag=80000e00008000&cquery=100z_100o_101B_100B_100x&dy_q=1775906428&feature_id=136e8d81b95d650c236697554379e663&l=20260411192028752F16FBC4CFB806BC7E,https://www.iesdouyin.com/share/video/7474174678450359561/?region=CN&mid=7474174617297619731&u_code=0&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=7dJwitLbhNGWZaVBygCrBb1MGCrPc1HDH_H1lzo2PaE-&share_version=170400&ts=1775906428&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
20,7387425419840064803,我跟你讲 我今天  #夏日度假穿出清凉感,10.3,2024-07-03 23:03:45,白昼小熊,1120306,4449,28269,55951,8487333,https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/62d2a85fbfee4ce0db7cad0372092d6a~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2091265200&x-signature=CmPU%2Bc%2Fw40jig07FYCtIPIaypCA%3D&from=327834062&s=PackSourceEnum_MIX_AWEME&se=false&sc=cover&biz_tag=pcweb_cover&l=20260411192028752F16FBC4CFB806BC7E,https://v26-web.douyinvod.com/9d31bd8458e46b04ffba2782cd31ee88/69da58b6/video/tos/cn/tos-cn-ve-15/oAEiIyM2nD5ZeeMwCKAXaFLFQ8gFa1QEfge40A/?a=6383&ch=54&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C3&cv=1&br=4240&bt=4240&cs=0&ds=4&ft=AJkeU_TLRR0si0C4kYj2Nc.xBiGNbLwE3O-U_4YPfb2JNv7TGW&mime_type=video_mp4&qs=0&rc=ODhpOzU5OTo1NWQ4PDxmPEBpamdldXk5cnBwdDMzNGkzM0AuYzJjMV82XzAxLTM2Ly5eYSNgZHAwMmRrYy9gLS1kLTBzcw%3D%3D&btag=80000e00008000&cquery=100z_100o_101B_100B_100x&dy_q=1775906428&feature_id=59cb2766d89ae6284516c6a254e9fb61&l=20260411192028752F16FBC4CFB806BC7E,https://www.iesdouyin.com/share/video/7387425419840064803/?region=CN&mid=7340663191334062911&u_code=0&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=uV6Vc.2lHVYEPm6vqTm6ZbhIAJhC4Em3os_hHr_xUsk-&share_version=170400&ts=1775906428&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
21,7397435410802036002,月亮的女儿 #抖音足球嘉年华 #彝族姑娘,13.4,2024-07-30 22:27:40,白昼小熊,483098,1377,5916,18518,3375022,https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/54d30c8110955a76c79886822c2ca5b7~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2091265200&x-signature=iBr9qIPvN6vG%2Fn1holJ2wb6YnXM%3D&from=327834062&s=PackSourceEnum_MIX_AWEME&se=false&sc=cover&biz_tag=pcweb_cover&l=20260411192028752F16FBC4CFB806BC7E,https://v26-web.douyinvod.com/092244ea99df5dbe13c8c00cf6e04d1f/69da58b9/video/tos/cn/tos-cn-ve-15/oAf4RIwteaWIQAEheOEFyDcDE8OqoI2RemMAgC/?a=6383&ch=54&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C3&cv=1&br=4352&bt=4352&cs=0&ds=4&ft=AJkeU_TLRR0si0C4kYj2Nc.xBiGNbLwE3O-U_4YPfb2JNv7TGW&mime_type=video_mp4&qs=0&rc=Nzo5NTs1Zjg7aDw6PGVmNEBpajd2bG05cmhpdDMzNGkzM0A1MF9iLS42NWIxYS00X2FiYSNeMWxgMmQ0Y2hgLS1kLTBzcw%3D%3D&btag=80000e00008000&cquery=100o_101B_100B_100x_100z&dy_q=1775906428&feature_id=46a7bb47b4fd1280f3d3825bf2b29388&l=20260411192028752F16FBC4CFB806BC7E,https://www.iesdouyin.com/share/video/7397435410802036002/?region=CN&mid=7190907721745517367&u_code=0&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=v5VIV6lkgVCGfWDl.OaNuU_eI1BCvcMUVK.p4CAi1vU-&share_version=170400&ts=1775906428&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
22,7394811071153982760,紫色的夏天 💜 #不费力拿捏尤莱特穿搭,14.7,2024-07-23 20:43:50,白昼小熊,838087,4016,20168,50442,8870646,https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/645c9337dbf94f3f39971454c6cb2687~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2091265200&x-signature=cSyzY%2FTLFbZwPNU9lgv90fxJaLI%3D&from=327834062&s=PackSourceEnum_MIX_AWEME&se=false&sc=cover&biz_tag=pcweb_cover&l=20260411192028752F16FBC4CFB806BC7E,https://v26-web.douyinvod.com/ebc841de673508fbba4063f565d8a88b/69da58ba/video/tos/cn/tos-cn-ve-15/oc6096cZmQDOAwA9gBnFVeUEILDgzGAOagfrMA/?a=6383&ch=54&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C3&cv=1&br=4127&bt=4127&cs=0&ds=4&ft=AJkeU_TLRR0si0C4kYj2Nc.xBiGNbLwE3O-U_4YPfb2JNv7TGW&mime_type=video_mp4&qs=0&rc=OjQ4NWllZmc3OjY1aWdpaEBpM3dwcng5cjl0dDMzNGkzM0A2Yy8uXl40NjUxNDAwMzIxYSM0Yi1wMmRrXmNgLS1kLTBzcw%3D%3D&btag=80000e00010000&cquery=101B_100B_100x_100z_100o&dy_q=1775906428&feature_id=59cb2766d89ae6284516c6a254e9fb61&l=20260411192028752F16FBC4CFB806BC7E,https://www.iesdouyin.com/share/video/7394811071153982760/?region=CN&mid=7388385760996592396&u_code=0&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=UREbiTXn03.yPMaD2FvjPu3L8_EaIrfxIxqgP3gFamc-&share_version=170400&ts=1775906428&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
23,7395929472064589090,世界一片漆黑 直到我们睁开眼睛 #尤莱特女孩一秒到巴黎,9.3,2024-07-26 21:03:48,白昼小熊,424404,1473,7091,14801,3370784,https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/b7308b0b07a6162c39c72ab26f59d858~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2091265200&x-signature=PG%2FaZmowiUqRPL2qWlI4fVG6vZI%3D&from=327834062&s=PackSourceEnum_MIX_AWEME&se=false&sc=cover&biz_tag=pcweb_cover&l=20260411192028752F16FBC4CFB806BC7E,https://v26-web.douyinvod.com/28c458e30a91d68be0b0b14fb0c5562b/69da58b5/video/tos/cn/tos-cn-ve-15/oguRGQRIGe0zzCwjAIeyABgfCLd2SNBBhSy7Ln/?a=6383&ch=54&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C3&cv=1&br=8333&bt=8333&cs=0&ds=4&ft=AJkeU_TLRR0si0C4kYj2Nc.xBiGNbLwE3O-U_4YPfb2JNv7TGW&mime_type=video_mp4&qs=0&rc=OjdkNzVlZ2c7O2ZpOWY5OkBpamt2cW45cnRzdDMzNGkzM0AuYF5eMGIxXy0xLTYvX2IwYSNwL2FnMmQ0cGVgLS1kLTBzcw%3D%3D&btag=80000e00008000&cquery=100o_101B_100B_100x_100z&dy_q=1775906428&feature_id=59cb2766d89ae6284516c6a254e9fb61&l=20260411192028752F16FBC4CFB806BC7E,https://www.iesdouyin.com/share/video/7395929472064589090/?region=CN&mid=7392583235592522515&u_code=0&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=15ZozCTp_jAgrzUq6FGMhHHZA4rgavAU1wCFOzt.8MA-&share_version=170400&ts=1775906428&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
24,7389252863739972879,被好风景收买 今天只负责开心  #旅行转场 #夏天该有的样子 #shakeit,18.2,2024-07-08 21:15:11,白昼小熊,723250,4968,31303,51992,9969263,https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/03995749405b1263c2128e7df7927e9c~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2091265200&x-signature=ZCyG8v%2FZmkpUlyCrPmB%2BQMJpQx4%3D&from=327834062&s=PackSourceEnum_MIX_AWEME&se=false&sc=cover&biz_tag=pcweb_cover&l=20260411192028752F16FBC4CFB806BC7E,https://v26-web.douyinvod.com/f3f4fb569e218a41af4800914a1dd1b1/69da58be/video/tos/cn/tos-cn-ve-15/oQFAhCE8LADJ7LAfxpJEFl0Bf9GQSNEBglIetX/?a=6383&ch=54&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C3&cv=1&br=4115&bt=4115&cs=0&ds=4&ft=AJkeU_TLRR0si0C4kYj2Nc.xBiGNbLwE3O-U_4YPfb2JNv7TGW&mime_type=video_mp4&qs=0&rc=ZjQ3PDo7ZDNmNmhoNWQ4aUBpanlkZ3g5cml4dDMzNGkzM0AxYWE0Xy0wXjUxMjBeMmAtYSNkMWpuMmRrYDJgLS1kLTBzcw%3D%3D&btag=80000e00010000&cquery=101B_100B_100x_100z_100o&dy_q=1775906428&feature_id=59cb2766d89ae6284516c6a254e9fb61&l=20260411192028752F16FBC4CFB806BC7E,https://www.iesdouyin.com/share/video/7389252863739972879/?region=CN&mid=7389252647515196223&u_code=0&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=B3iMl94ej_AmUnU68Vumao.1ch.4WJWKHBe4gtpW3f0-&share_version=170400&ts=1775906428&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
25,7383700687684750607,把向往的地方 都变成走过的路 #旅行,28.0,2024-06-23 22:09:56,白昼小熊,405410,1596,7657,17711,4504160,https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/ee6cc0143a5c08af58027caa874aa3d8~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2091265200&x-signature=KZ21J3VlhihAwGpSPYCO4XCery4%3D&from=327834062&s=PackSourceEnum_MIX_AWEME&se=false&sc=cover&biz_tag=pcweb_cover&l=20260411192028752F16FBC4CFB806BC7E,https://v26-web.douyinvod.com/4d3e41ee04c45c94b3fc4fe043fcf017/69da58c8/video/tos/cn/tos-cn-ve-15c001-alinc2/osCK6FC7GDMse9ByEAbyALX0Qf8PIhBEfKI2Cg/?a=6383&ch=54&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C3&cv=1&br=4071&bt=4071&cs=0&ds=4&ft=AJkeU_TLRR0si0C4kYj2Nc.xBiGNbLwE3O-U_4YPfb2JNv7TGW&mime_type=video_mp4&qs=0&rc=NDdoOzk4NmllaWU5NjpkN0Bpanh1OXc5cjY1czMzNGkzM0BgMjI0M2EyNTAxYmIzLjE2YSMvaF8vMmRzbXBgLS1kLTBzcw%3D%3D&btag=80000e00010000&cquery=100z_100o_101B_100B_100x&dy_q=1775906428&feature_id=59cb2766d89ae6284516c6a254e9fb61&l=20260411192028752F16FBC4CFB806BC7E,https://www.iesdouyin.com/share/video/7383700687684750607/?region=CN&mid=7383700613854071603&u_code=0&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=t501lQSRCCPEhU4_6hZblQcEysOE97PSEDcLhZJYKzM-&share_version=170400&ts=1775906428&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
26,7374065577599503656,我出不了这神山 你带一只格桑花走吧 #雪域古城圣地拉萨#有机会一定要去趟西藏纳木措,22.5,2024-05-28 23:00:44,白昼小熊,1109184,7322,37062,117611,11925227,https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/397a61f5ae0115227dfd86ab184fc3f5~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2091265200&x-signature=Ei9LU58oOOBk0etv1VcP%2BLSJQF0%3D&from=327834062&s=PackSourceEnum_MIX_AWEME&se=false&sc=cover&biz_tag=pcweb_cover&l=20260411192028752F16FBC4CFB806BC7E,https://v26-web.douyinvod.com/43b1d6c486a47b9243bd02dc8b52d5a7/69da58c2/video/tos/cn/tos-cn-ve-15/o8vgfCeIJAVTZzuMvIEe2hAdUoQIL1DfGA979W/?a=6383&ch=54&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C3&cv=1&br=3825&bt=3825&cs=0&ds=4&ft=AJkeU_TLRR0si0C4kYj2Nc.xBiGNbLwE3O-U_4YPfb2JNv7TGW&mime_type=video_mp4&qs=0&rc=aDVmMzk1OWY4OWY0OjxlN0BpanlveGo5cnB4czMzNGkzM0BgYWMzNi42NmMxMTAuYjMvYSNvZGUyMmRjc15gLS1kLTBzcw%3D%3D&btag=80000e00010000&cquery=100B_100x_100z_100o_101B&dy_q=1775906428&feature_id=59cb2766d89ae6284516c6a254e9fb61&l=20260411192028752F16FBC4CFB806BC7E,https://www.iesdouyin.com/share/video/7374065577599503656/?region=CN&mid=7257801018077989690&u_code=0&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=KsZg_WmCRzlI9aiXhMkWxVRyIItX60aAcbT.Wystyk4-&share_version=170400&ts=1775906428&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
27,7372943837574073635,扎西德勒 #所以我们什么时候去拉萨 #雪域古城圣地拉萨,15.8,2024-05-25 22:27:51,白昼小熊,426395,2412,9917,33733,4669978,https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/36ed5ee81612c227faf5c781ad7f72f1~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2091265200&x-signature=M31Rjr2qRSl5GYc3C2foPGNls8Y%3D&from=327834062&s=PackSourceEnum_MIX_AWEME&se=false&sc=cover&biz_tag=pcweb_cover&l=20260411192028752F16FBC4CFB806BC7E,https://v26-web.douyinvod.com/6ed3c74652860a501022d84183bcca36/69da58bb/video/tos/cn/tos-cn-ve-15c001-alinc2/oYQe5P2DQCA8qICqgZIAfIeKMEXr1gRMetKDTS/?a=6383&ch=54&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C3&cv=1&br=3912&bt=3912&cs=0&ds=4&ft=AJkeU_TLRR0si0C4kYj2Nc.xBiGNbLwE3O-U_4YPfb2JNv7TGW&mime_type=video_mp4&qs=0&rc=Ozk3PGc6Omc5ZjVlNTNkNEBpM3RsdXQ5cnJ5czMzNGkzM0A2YDIuNDJjXl4xX2MyNDQxYSNmXnNfMmRjXjVgLS1kLTBzcw%3D%3D&btag=80000e00010000&cquery=100o_101B_100B_100x_100z&dy_q=1775906428&feature_id=59cb2766d89ae6284516c6a254e9fb61&l=20260411192028752F16FBC4CFB806BC7E,https://www.iesdouyin.com/share/video/7372943837574073635/?region=CN&mid=6592096850470570759&u_code=0&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=BvF15SKIgmeGJapg9wdK92rhev.dyVcqhX4dbnG8ZGg-&share_version=170400&ts=1775906428&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
28,7369237705126972724,如果阴雨绵绵 那我做你的晴天 #一起看海,0,2024-05-15 22:46:11,白昼小熊,1633467,16943,61008,171383,13998125,https://p3-pc-sign.douyinpic.com/tos-cn-i-0813c001/oQqRnbBhADyDQUlEkAmgeCsJIx9MAAA0CAOA6e~noop.jpeg?lk3s=138a59ce&x-expires=1777114800&x-signature=kftoJwVOV5Ije1A69vnQm7QrLEU%3D&from=327834062&s=PackSourceEnum_MIX_AWEME&se=false&biz_tag=pcweb_cover&l=20260411192028752F16FBC4CFB806BC7E,https://sf6-cdn-tos.douyinstatic.com/obj/ies-music/7366005161694677779.mp3,https://www.iesdouyin.com/share/video/7369237705126972724/?region=CN&mid=7366005147899628342&u_code=0&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&schema_type=37&share_sign=jttkcDXthvIRBCyf.6HYGQhtWIvaUDZclbW1dEAfxp8-&share_version=170400&ts=1775906428&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
